City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
awjilah,29.11,21.29,88.03399999999999,30.0,0.0,5.28,LY,08-18-2020
sorland,67.67,12.69,51.8,76.0,90.0,1.5,NO,08-18-2020
sao jose da coroa grande,-8.9,-35.15,76.87400000000001,79.0,31.0,5.82,BR,08-18-2020
truth or consequences,33.13,-107.25,89.6,24.0,1.0,2.6,US,08-18-2020
alice springs,-23.7,133.88,53.6,22.0,0.0,3.6,AU,08-18-2020
banjar,-8.19,114.97,77.0,100.0,40.0,3.6,ID,08-18-2020
luderitz,-26.65,15.16,57.938000000000045,44.0,0.0,13.63,NA,08-18-2020
angoche,-16.23,39.91,72.93200000000002,83.0,0.0,3.63,MZ,08-18-2020
keetmanshoop,-26.58,18.13,44.88800000000005,48.0,0.0,4.25,NA,08-18-2020
susangerd,31.56,48.18,98.6,16.0,0.0,3.1,IR,08-18-2020
faanui,-16.48,-151.75,78.09800000000003,77.0,0.0,7.67,PF,08-18-2020
kawalu,-7.38,108.21,70.934,91.0,98.0,1.0,ID,08-18-2020
eyl,7.98,49.82,78.53000000000004,74.0,97.0,11.25,SO,08-18-2020
zeerust,-25.54,26.08,44.6,20.0,0.0,5.7,ZA,08-18-2020
maku,39.29,44.45,70.89800000000002,51.0,0.0,1.4,IR,08-18-2020
atambua,-9.11,124.89,67.316,84.0,99.0,1.75,ID,08-18-2020
ponta do sol,32.67,-17.1,73.99400000000007,71.0,0.0,1.48,PT,08-18-2020
araouane,18.9,-3.53,102.27200000000003,27.0,26.0,4.72,ML,08-18-2020
pevek,69.7,170.31,39.182000000000016,88.0,100.0,5.22,RU,08-18-2020
high level,58.52,-117.14,71.6,73.0,75.0,1.0,CA,08-18-2020
saldanha,-33.01,17.94,50.0,71.0,100.0,1.5,ZA,08-18-2020
lima,-12.04,-77.03,62.6,77.0,90.0,3.6,PE,08-18-2020
vanavara,60.34,102.28,50.432000000000016,61.0,6.0,2.63,RU,08-18-2020
vardo,70.37,31.11,51.8,81.0,93.0,7.7,NO,08-18-2020
taltal,-25.4,-70.48,58.37000000000006,60.0,10.0,3.26,CL,08-18-2020
roma,43.21,-75.46,73.4,60.0,40.0,6.2,US,08-18-2020
raga,8.46,25.68,72.77000000000007,91.0,100.0,1.02,SS,08-18-2020
santa rosa,14.31,121.11,78.99800000000002,94.0,100.0,0.5,PH,08-18-2020
oneonta,42.45,-75.06,73.99400000000007,70.0,0.0,0.89,US,08-18-2020
denia,38.84,0.11,82.00400000000005,68.0,66.0,2.16,ES,08-18-2020
havoysund,71.0,24.66,48.2,93.0,75.0,2.6,NO,08-18-2020
saint-pierre,-21.34,55.48,66.2,77.0,3.0,2.6,RE,08-18-2020
ewo,-0.87,14.82,79.61000000000008,74.0,100.0,1.99,CG,08-18-2020
leningradskiy,69.38,178.42,45.878000000000064,63.0,8.0,2.54,RU,08-18-2020
port-gentil,-0.72,8.78,77.0,88.0,90.0,7.27,GA,08-18-2020
khasan,42.43,130.64,72.51800000000009,91.0,0.0,0.55,RU,08-18-2020
smithers,54.78,-127.17,60.8,82.0,75.0,1.15,CA,08-18-2020
ullapool,57.9,-5.16,62.99600000000005,83.0,32.0,0.89,GB,08-18-2020
zaltan,32.95,11.87,83.03000000000004,69.0,0.0,5.43,LY,08-18-2020
yakeshi,49.28,120.73,41.57600000000009,87.0,0.0,0.6,CN,08-18-2020
mana,5.66,-53.78,83.58800000000005,76.0,12.0,5.15,GF,08-18-2020
basco,20.45,121.97,83.91200000000006,81.0,100.0,4.74,PH,08-18-2020
zhanakorgan,43.91,67.25,64.79600000000005,29.0,0.0,1.18,KZ,08-18-2020
viedma,-40.81,-63.0,48.00200000000008,39.0,0.0,3.58,AR,08-18-2020
pisco,-13.7,-76.22,68.0,68.0,4.0,5.7,PE,08-18-2020
darnah,32.77,22.64,78.78200000000001,81.0,0.0,6.05,LY,08-18-2020
lebedyn,50.59,34.48,71.16800000000009,54.0,99.0,2.23,UA,08-18-2020
turukhansk,65.82,87.98,58.17200000000004,57.0,10.0,5.46,RU,08-18-2020
kodiak,57.79,-152.41,57.2,76.0,75.0,3.1,US,08-18-2020
moranbah,-22.0,148.05,59.9,67.0,0.0,5.86,AU,08-18-2020
syracuse,37.09,15.28,82.4,78.0,0.0,1.5,IT,08-18-2020
senneterre,48.38,-77.23,60.8,77.0,75.0,4.6,CA,08-18-2020
san patricio,19.22,-104.7,78.8,83.0,75.0,4.1,MX,08-18-2020
sibolga,1.74,98.78,77.61200000000005,80.0,100.0,1.25,ID,08-18-2020
collie,-33.37,116.15,42.998000000000026,75.0,2.0,1.24,AU,08-18-2020
riosucio,5.42,-75.7,71.6,72.0,75.0,2.6,CO,08-18-2020
verkhoyansk,67.54,133.38,49.56800000000008,77.0,100.0,1.64,RU,08-18-2020
los llanos de aridane,28.66,-17.92,75.2,78.0,20.0,5.7,ES,08-18-2020
sabang,5.89,95.32,82.67000000000006,77.0,12.0,4.5,ID,08-18-2020
sitka,57.05,-135.33,55.4,87.0,1.0,2.1,US,08-18-2020
valparaiso,-33.04,-71.63,51.8,81.0,75.0,3.1,CL,08-18-2020
hienghene,-20.68,164.93,62.67200000000004,73.0,51.0,2.24,NC,08-18-2020
uarini,-2.99,-65.11,89.6,62.0,40.0,3.1,BR,08-18-2020
ati,13.22,18.34,82.85,63.0,57.0,1.98,TD,08-18-2020
pangody,65.85,74.49,55.85,87.0,9.0,4.43,RU,08-18-2020
jasper,37.2,-94.35,82.99400000000007,39.0,1.0,4.6,US,08-18-2020
amahai,-3.33,128.92,75.18200000000002,83.0,29.0,1.67,ID,08-18-2020
corinto,37.94,22.96,80.99600000000005,55.0,0.0,0.45,GR,08-18-2020
janauba,-15.8,-43.31,87.85400000000006,28.0,0.0,4.24,BR,08-18-2020
show low,34.25,-110.03,84.99199999999999,21.0,1.0,3.1,US,08-18-2020
aklavik,68.22,-135.01,59.0,62.0,20.0,4.6,CA,08-18-2020
colac,-38.33,143.58,44.00600000000003,98.0,100.0,3.26,AU,08-18-2020
baiyin,36.56,104.21,66.99199999999999,81.0,22.0,1.0,CN,08-18-2020
broken hill,-31.95,141.43,55.4,63.0,75.0,11.8,AU,08-18-2020
okato,-39.2,173.88,51.998000000000026,87.0,100.0,2.68,NZ,08-18-2020
san jose,37.34,-121.89,96.00800000000001,38.0,75.0,3.1,US,08-18-2020
bloomingdale,27.89,-82.24,78.8,88.0,75.0,2.1,US,08-18-2020
ondjiva,-17.07,15.73,64.85,23.0,0.0,3.0,AO,08-18-2020
pitimbu,-7.47,-34.81,80.6,74.0,75.0,7.2,BR,08-18-2020
yershov,51.35,48.28,56.983999999999995,58.0,0.0,1.74,RU,08-18-2020
inyonga,-6.72,32.07,68.14400000000008,32.0,37.0,2.0,TZ,08-18-2020
brainerd,46.36,-94.2,78.8,44.0,1.0,3.1,US,08-18-2020
magaria,13.0,8.91,83.67800000000007,61.0,39.0,4.84,NE,08-18-2020
ahipara,-35.17,173.17,59.162000000000056,93.0,81.0,4.79,NZ,08-18-2020
iqaluit,63.75,-68.51,44.6,81.0,75.0,6.2,CA,08-18-2020
andros town,24.7,-77.77,89.6,66.0,75.0,2.6,BS,08-18-2020
sayyan,15.17,44.32,68.52200000000003,51.0,84.0,1.84,YE,08-18-2020
aioi,34.8,134.47,78.00800000000001,89.0,100.0,1.19,JP,08-18-2020
sebina,-20.87,27.25,66.2,24.0,0.0,2.6,BW,08-18-2020
chiang kham,19.52,100.3,71.6,100.0,90.0,1.0,TH,08-18-2020
nautla,20.22,-96.78,87.78200000000001,60.0,100.0,5.26,MX,08-18-2020
tuy hoa,13.08,109.3,77.61200000000005,85.0,98.0,3.59,VN,08-18-2020
bairiki,1.33,172.98,80.6,83.0,20.0,1.5,KI,08-18-2020
lianran,24.92,102.48,59.0,100.0,90.0,5.0,CN,08-18-2020
mount gambier,-37.83,140.77,46.4,93.0,90.0,2.6,AU,08-18-2020
chimbote,-9.09,-78.58,65.31800000000008,69.0,19.0,6.09,PE,08-18-2020
lompoc,34.64,-120.46,89.00600000000003,54.0,1.0,5.7,US,08-18-2020
natal,-5.79,-35.21,82.4,65.0,40.0,8.7,BR,08-18-2020
ray,23.68,85.05,75.2,100.0,75.0,1.94,IN,08-18-2020
tuni,17.35,82.55,80.47400000000002,83.0,100.0,4.05,IN,08-18-2020
nantucket,41.28,-70.1,75.2,64.0,1.0,6.2,US,08-18-2020
tayturka,52.87,103.46,57.86600000000001,69.0,0.0,4.68,RU,08-18-2020
puerto carreno,6.19,-67.49,82.4,74.0,40.0,1.0,CO,08-18-2020
san policarpo,12.18,125.51,78.35,85.0,95.0,4.01,PH,08-18-2020
dingle,11.0,122.67,75.12800000000007,91.0,100.0,1.08,PH,08-18-2020
kalagarh,29.5,78.75,80.56400000000004,85.0,3.0,1.64,IN,08-18-2020
petropavlovsk-kamchatskiy,53.05,158.65,50.0,100.0,90.0,2.0,RU,08-18-2020
kannangad,12.31,75.11,77.41400000000003,87.0,99.0,0.79,IN,08-18-2020
liverpool,53.41,-2.98,69.99800000000002,64.0,0.0,4.6,GB,08-18-2020
acajutla,13.59,-89.83,86.0,58.0,40.0,2.1,SV,08-18-2020
cairns,-16.92,145.77,60.8,93.0,47.0,1.87,AU,08-18-2020
guarapari,-20.67,-40.5,80.99600000000005,70.0,0.0,5.36,BR,08-18-2020
estacion coahuila,32.19,-115.0,107.99600000000005,21.0,5.0,4.6,MX,08-18-2020
dukat,62.55,155.55,41.108000000000004,85.0,100.0,1.84,RU,08-18-2020
kuching,1.55,110.33,73.4,100.0,20.0,1.0,MY,08-18-2020
terney,45.05,136.61,68.61200000000005,88.0,0.0,2.2,RU,08-18-2020
kutum,14.2,24.67,76.49600000000005,62.0,77.0,4.94,SD,08-18-2020
frontera,26.93,-101.45,89.88800000000005,36.0,100.0,3.26,MX,08-18-2020
moree,-29.47,149.85,51.8,71.0,0.0,3.6,AU,08-18-2020
paita,-5.09,-81.11,73.4,64.0,100.0,9.3,PE,08-18-2020
yurimaguas,-5.9,-76.08,91.4,63.0,40.0,3.1,PE,08-18-2020
kidal,18.44,1.41,102.12800000000007,12.0,50.0,4.65,ML,08-18-2020
matara,5.95,80.54,77.81000000000009,89.0,100.0,3.48,LK,08-18-2020
iquique,-20.22,-70.14,64.4,52.0,20.0,5.1,CL,08-18-2020
namie,37.48,141.0,73.00400000000005,94.0,100.0,0.45,JP,08-18-2020
santa marta,11.24,-74.2,91.4,66.0,75.0,2.1,CO,08-18-2020
sola,-13.88,167.55,78.8,94.0,90.0,4.13,VU,08-18-2020
vao,-22.67,167.48,68.50400000000005,63.0,46.0,5.18,NC,08-18-2020
airai,-8.93,125.41,54.608000000000004,79.0,65.0,0.98,TL,08-18-2020
cao bang,22.67,106.25,73.5260000000001,90.0,100.0,1.37,VN,08-18-2020
campbellsville,37.34,-85.34,87.00800000000001,54.0,20.0,3.6,US,08-18-2020
vicksburg,32.35,-90.88,93.2,49.0,1.0,2.1,US,08-18-2020
hambantota,6.12,81.12,78.8,94.0,82.0,3.1,LK,08-18-2020
harper,4.38,-7.72,75.86600000000001,82.0,97.0,4.27,LR,08-18-2020
praia,14.92,-23.51,82.4,78.0,75.0,3.1,CV,08-18-2020
daru,-9.08,143.21,72.57200000000003,80.0,0.0,4.47,PG,08-18-2020
takahagi,36.72,140.72,75.99199999999999,79.0,24.0,0.18,JP,08-18-2020
sangar,63.92,127.47,45.62600000000009,67.0,75.0,2.56,RU,08-18-2020
yinchuan,38.47,106.27,67.1,59.0,0.0,1.73,CN,08-18-2020
ternate,0.8,127.4,79.68200000000002,79.0,100.0,4.04,ID,08-18-2020
igarka,67.47,86.58,55.77800000000006,64.0,87.0,3.99,RU,08-18-2020
kabanjahe,3.1,98.49,73.4,100.0,40.0,2.6,ID,08-18-2020
kungurtug,50.6,97.52,50.14400000000008,82.0,0.0,0.98,RU,08-18-2020
ariquemes,-9.91,-63.04,104.91800000000009,15.0,0.0,2.59,BR,08-18-2020
luohe,33.57,114.04,76.56800000000008,75.0,100.0,1.34,CN,08-18-2020
klaksvik,62.23,-6.59,51.8,81.0,100.0,0.5,FO,08-18-2020
havelock,34.88,-76.9,89.99600000000005,52.0,75.0,3.6,US,08-18-2020
kainantu,-6.29,145.87,57.74000000000002,93.0,47.0,0.45,PG,08-18-2020
tambilil,5.96,124.67,78.96200000000006,71.0,100.0,1.96,PH,08-18-2020
rypefjord,70.63,23.67,48.2,100.0,75.0,7.2,NO,08-18-2020
atar,20.52,-13.05,103.13600000000007,19.0,0.0,4.69,MR,08-18-2020
fukue,32.69,128.84,82.90400000000005,78.0,0.0,5.34,JP,08-18-2020
ambilobe,-13.2,49.05,69.27800000000006,71.0,0.0,2.87,MG,08-18-2020
sehwan,26.43,67.86,93.41600000000001,58.0,100.0,4.9,PK,08-18-2020
sao joao da barra,-21.64,-41.05,82.4,61.0,88.0,9.3,BR,08-18-2020
lloydminster,53.28,-110.0,84.2,42.0,5.0,1.5,CA,08-18-2020
plainview,40.78,-73.47,84.99199999999999,39.0,20.0,3.6,US,08-18-2020
ubinskoye,55.31,79.68,54.64400000000008,93.0,100.0,3.93,RU,08-18-2020
samarai,-10.62,150.67,73.32800000000006,68.0,87.0,3.19,PG,08-18-2020
tazmalt,36.39,4.4,78.8,78.0,40.0,2.1,DZ,08-18-2020
abonnema,4.71,6.79,78.8,88.0,40.0,2.1,NG,08-18-2020
isla mujeres,21.23,-86.73,84.99199999999999,100.0,75.0,1.0,MX,08-18-2020
pajapan,18.25,-94.7,87.8,66.0,75.0,7.2,MX,08-18-2020
seoni malwa,22.45,77.47,77.108,90.0,100.0,5.64,IN,08-18-2020
shingu,33.73,135.98,77.14400000000008,79.0,100.0,2.13,JP,08-18-2020
namibe,-15.2,12.15,62.15,72.0,59.0,2.06,AO,08-18-2020
kananga,-5.9,22.42,82.58000000000004,35.0,0.0,0.72,CD,08-18-2020
te anau,-45.42,167.72,43.30400000000005,88.0,100.0,0.96,NZ,08-18-2020
tautira,-17.73,-149.15,80.6,65.0,20.0,1.0,PF,08-18-2020
bonthe,7.53,-12.51,77.32400000000001,87.0,61.0,4.43,SL,08-18-2020
kidodi,-7.6,37.0,70.77200000000003,66.0,100.0,0.68,TZ,08-18-2020
sharan,54.82,54.0,49.73000000000004,83.0,98.0,4.55,RU,08-18-2020
bacolod,10.67,122.95,76.98200000000001,87.0,100.0,3.84,PH,08-18-2020
zhezkazgan,47.8,67.71,66.63200000000002,46.0,85.0,5.66,KZ,08-18-2020
bria,6.54,21.99,73.00400000000005,89.0,99.0,0.94,CF,08-18-2020
iskateley,67.68,53.15,49.31600000000001,91.0,100.0,5.99,RU,08-18-2020
taoudenni,22.68,-3.98,111.07400000000001,12.0,27.0,7.37,ML,08-18-2020
bereda,43.27,-7.54,71.00600000000003,69.0,100.0,5.81,ES,08-18-2020
mananjary,-21.22,48.33,66.86600000000001,88.0,31.0,2.52,MG,08-18-2020
tarnogskiy gorodok,60.5,43.58,45.44600000000005,88.0,69.0,2.54,RU,08-18-2020
saint-joseph,-21.37,55.62,66.2,77.0,20.0,2.6,RE,08-18-2020
yar-sale,66.83,70.83,56.24600000000005,75.0,100.0,5.35,RU,08-18-2020
phalaborwa,-23.94,31.14,73.4,49.0,0.0,34.0,ZA,08-18-2020
murgab,37.5,61.97,77.0,44.0,0.0,2.1,TM,08-18-2020
ballina,-28.87,153.57,60.008,93.0,22.0,1.0,AU,08-18-2020
aden,12.78,45.04,87.49400000000007,64.0,97.0,4.56,YE,08-18-2020
longmont,40.17,-105.1,98.99600000000005,14.0,1.0,2.1,US,08-18-2020
jieshi,22.81,115.83,81.03200000000001,84.0,94.0,5.81,CN,08-18-2020
awbari,26.59,12.78,93.308,15.0,0.0,5.32,LY,08-18-2020
jurm,36.86,70.83,63.158,39.0,0.0,0.39,AF,08-18-2020
sao gabriel da cachoeira,-0.13,-67.09,89.6,66.0,75.0,1.5,BR,08-18-2020
anchorage,61.22,-149.9,59.0,77.0,90.0,2.1,US,08-18-2020
antofagasta,-23.65,-70.4,59.0,58.0,20.0,7.2,CL,08-18-2020
san carlos de bariloche,-41.15,-71.31,41.0,32.0,75.0,7.7,AR,08-18-2020
san alberto,7.76,-73.39,87.26000000000008,66.0,48.0,1.43,CO,08-18-2020
marquette,46.53,-87.63,68.0,47.0,0.0,2.24,US,08-18-2020
san carlos,9.66,-68.58,76.08200000000002,94.0,100.0,0.9,VE,08-18-2020
ushtobe,45.25,77.98,63.842,49.0,2.0,3.23,KZ,08-18-2020
abu dhabi,24.47,54.37,95.0,63.0,5.0,2.1,AE,08-18-2020
san miguel,13.48,-88.18,95.0,67.0,20.0,1.0,SV,08-18-2020
lander,42.83,-108.73,91.4,17.0,1.0,4.1,US,08-18-2020
batagay-alyta,67.8,130.41,45.35600000000003,89.0,100.0,3.73,RU,08-18-2020
bratsk,56.13,101.61,53.6,76.0,99.0,3.0,RU,08-18-2020
koslan,63.46,48.9,48.2,90.0,100.0,4.42,RU,08-18-2020
sorong,-0.88,131.25,78.24199999999999,85.0,100.0,3.8,ID,08-18-2020
kirksville,40.19,-92.58,78.8,47.0,1.0,4.6,US,08-18-2020
carmarthen,51.86,-4.31,66.99199999999999,88.0,0.0,2.24,GB,08-18-2020
sao miguel,-5.47,-35.37,82.4,65.0,40.0,6.2,BR,08-18-2020
anadyr,64.75,177.48,44.6,100.0,75.0,3.08,RU,08-18-2020
zelenogorskiy,55.03,87.0,60.8,77.0,40.0,6.0,RU,08-18-2020
huarmey,-10.07,-78.15,67.316,63.0,1.0,6.29,PE,08-18-2020
banda aceh,5.56,95.32,79.88000000000004,79.0,45.0,2.64,ID,08-18-2020
ostrovnoy,68.05,39.51,46.508,74.0,0.0,3.25,RU,08-18-2020
abha,18.22,42.51,77.0,60.0,40.0,4.1,SA,08-18-2020
dondo,-19.61,34.74,73.00400000000005,94.0,20.0,4.1,MZ,08-18-2020
hengshui,37.73,115.7,66.81200000000005,91.0,86.0,4.01,CN,08-18-2020
bontang,0.13,117.5,77.59400000000008,87.0,88.0,3.84,ID,08-18-2020
ciudad bolivar,8.12,-63.55,85.98200000000001,67.0,100.0,2.48,VE,08-18-2020
waddan,29.16,16.14,94.208,16.0,0.0,4.66,LY,08-18-2020
saint-georges,12.06,-61.75,86.0,70.0,75.0,10.3,GD,08-18-2020
fallon,39.47,-118.78,91.00400000000005,25.0,40.0,0.19,US,08-18-2020
faya,18.39,42.45,77.0,60.0,40.0,4.1,SA,08-18-2020
thanh hoa,19.8,105.77,76.94600000000005,91.0,96.0,2.12,VN,08-18-2020
alexandria,31.22,29.96,80.6,65.0,0.0,5.1,EG,08-18-2020
chaman,30.92,66.45,81.46400000000003,16.0,0.0,1.69,PK,08-18-2020
honningsvag,70.98,25.97,48.2,93.0,75.0,2.6,NO,08-18-2020
pirovskoye,57.63,92.27,59.81000000000008,95.0,100.0,2.49,RU,08-18-2020
kibungo,-2.16,30.54,75.2,47.0,40.0,3.1,RW,08-18-2020
mariakani,-3.86,39.47,75.2,88.0,75.0,2.1,KE,08-18-2020
maldonado,-34.67,-54.92,71.6,37.0,0.0,5.1,UY,08-18-2020
bucerias,20.75,-105.33,82.99400000000007,78.0,90.0,2.6,MX,08-18-2020
anori,-3.77,-61.64,103.47800000000007,20.0,0.0,1.94,BR,08-18-2020
bahia de caraquez,-0.6,-80.42,82.4,65.0,40.0,4.6,EC,08-18-2020
mwanza,-2.52,32.9,73.4,83.0,20.0,2.6,TZ,08-18-2020
aswan,24.09,32.91,95.50400000000005,14.0,0.0,6.63,EG,08-18-2020
walvis bay,-22.96,14.51,55.99400000000007,58.0,0.0,4.1,NA,08-18-2020
gizo,-8.1,156.84,80.25800000000001,83.0,82.0,5.74,SB,08-18-2020
san cristobal,7.77,-72.22,86.0,66.0,75.0,2.6,VE,08-18-2020
oktyabrskiy,54.48,53.47,51.08000000000004,78.0,95.0,4.52,RU,08-18-2020
mindelo,16.89,-24.98,84.2,70.0,20.0,3.1,CV,08-18-2020
nemuro,43.32,145.57,61.91600000000001,91.0,80.0,5.88,JP,08-18-2020
mocuba,-16.84,36.99,70.77200000000003,74.0,0.0,2.28,MZ,08-18-2020
uray,60.12,64.78,55.67000000000006,92.0,100.0,2.05,RU,08-18-2020
hervey bay,-25.3,152.85,66.99199999999999,82.0,0.0,6.2,AU,08-18-2020
iracoubo,5.48,-53.2,83.408,72.0,3.0,5.38,GF,08-18-2020
fort nelson,58.81,-122.7,59.0,93.0,90.0,2.6,CA,08-18-2020
fernandopolis,-20.28,-50.25,91.25600000000003,27.0,0.0,4.63,BR,08-18-2020
batie,9.88,-2.92,77.18000000000004,87.0,82.0,2.26,BF,08-18-2020
rajpipla,21.87,73.5,78.54800000000003,91.0,100.0,5.09,IN,08-18-2020
tobol,52.68,62.58,51.8,86.0,35.0,4.53,KZ,08-18-2020
asuncion,-25.3,-57.64,80.6,65.0,75.0,3.1,PY,08-18-2020
zhangjiakou,40.81,114.88,60.89000000000002,77.0,100.0,0.89,CN,08-18-2020
lindi,-10.0,39.72,75.2,83.0,75.0,1.33,TZ,08-18-2020
baruun-urt,46.68,113.28,47.983999999999995,83.0,17.0,3.67,MN,08-18-2020
coruripe,-10.13,-36.18,76.73000000000005,80.0,69.0,5.07,BR,08-18-2020
breytovo,58.3,37.86,56.3,65.0,9.0,1.95,RU,08-18-2020
matay,28.42,30.78,85.17200000000004,33.0,0.0,8.21,EG,08-18-2020
hasaki,35.73,140.83,77.0,94.0,75.0,2.6,JP,08-18-2020
armidale,-30.52,151.65,37.004000000000055,100.0,0.0,0.45,AU,08-18-2020
solnechnyy,50.72,136.63,49.15400000000005,92.0,18.0,1.69,RU,08-18-2020
ramsar,36.92,50.64,73.4,83.0,75.0,0.75,IR,08-18-2020
kingman,35.19,-114.05,107.00600000000003,18.0,1.0,6.2,US,08-18-2020
tilichiki,60.47,166.1,47.46200000000006,57.0,100.0,1.72,RU,08-18-2020
colares,38.8,-9.45,73.99400000000007,83.0,20.0,4.1,PT,08-18-2020
xichang,27.9,102.26,60.38600000000007,83.0,100.0,1.41,CN,08-18-2020
havre-saint-pierre,50.23,-63.6,68.0,60.0,75.0,4.6,CA,08-18-2020
rocha,-34.48,-54.33,64.72400000000002,58.0,0.0,2.85,UY,08-18-2020
whitehorse,60.72,-135.05,51.008,76.0,75.0,1.0,CA,08-18-2020
qasigiannguit,68.82,-51.19,53.6,40.0,75.0,1.5,GL,08-18-2020
dunedin,-45.87,170.5,48.00200000000008,71.0,100.0,0.89,NZ,08-18-2020
shache,38.42,77.24,78.71000000000008,21.0,100.0,6.38,CN,08-18-2020
mangrol,21.12,70.12,81.87800000000007,84.0,100.0,7.73,IN,08-18-2020
miranda,3.25,-76.23,84.99199999999999,65.0,40.0,2.1,CO,08-18-2020
chengde,40.97,117.94,63.53600000000007,87.0,100.0,1.07,CN,08-18-2020
woodward,36.43,-99.39,91.4,27.0,1.0,2.16,US,08-18-2020
agadez,19.75,10.25,97.28600000000007,10.0,0.0,4.12,NE,08-18-2020
meulaboh,4.14,96.13,78.566,83.0,100.0,1.66,ID,08-18-2020
olafsvik,64.89,-23.71,56.12000000000006,81.0,0.0,5.23,IS,08-18-2020
achhnera,27.18,77.77,89.87000000000006,64.0,10.0,2.73,IN,08-18-2020
sovetskaya gavan,48.97,140.29,60.908,91.0,98.0,2.56,RU,08-18-2020
bay roberts,47.6,-53.26,60.998000000000026,47.0,100.0,8.66,CA,08-18-2020
manaure,11.78,-72.44,85.04600000000005,71.0,76.0,6.05,CO,08-18-2020
